ID,PREDICTED_CLUSTER,GROUND_TRUTH_CLUSTER,REFERENCE
B907273,B907273,138,MIGUEL K FERRETIZ 715 YAUPN COURT BURLESON TX 76028 817 824 6165
B954206,B907368,117,TOM W DECOTIS 14161 ALPER RD POWAY CA 92064 858 484 5154
B998782,B907368,117,THOMAS W D 9611 CUSTER RD APARTMENT 2014 PLANO TX 75025 972 828 3674
B987337,B907368,117,W DECOTIS 9611 CUSTER R APT 2014 PLANO X 75025 972 828 3674
B956867,B907368,117,THOMAS W DECOTIS 14161 HALPER RD POWAY CALIFORNIA 92064 858 484 5154
B953066,B907368,117,THOMAS W DECOTIS 14161 ALPER RD POWAY CA 92064 858 484 5154
B952086,B907368,117,THOMAS W DECOTIS 7002 WHIITE TAIL DR SPRING TX 7737Y9 281 411 3268
B933767,B907368,117,THOMAS W DECOTIS 8818 MRINES AVE PICO RIVERA CA 90660 562 100 0781
B930326,B907368,117,THOMAS W DECOTIS 7002 HITE TAIL DR SPRING TEXAS 77379 281 411 3268
B907368,B907368,117,HTOMAS W DECOTIS 135 WASHINGTON BLVD PSADENA CA 91103 626 715 7423
B929507,B907368,117,THOM W DECOTIS 8818 MINES AVE PICO RIVERA CA 90660 562 100 0781
B924303,B907368,117,THOMAS W DECOTIS 7002 WHITE TAIL DR SPRING TEXAS 77379 281 411 3268
B912701,B907368,117,THOMAS W EDCOTIS 9611 CUSER ROAD APARTMENT 2014 PLANO TX 7525 972 828 3674
B949760,B907368,117,T W DECOTIS 135 WASHINGTON BLVD PASADENA CA91103 626 715 7423
B984768,B907368,117,W DECOTIS 8818 MINES AVEN PICO RIVERA CA 90660 562 100 0781
B907848,B907848,190,MERCY B MCDANIEL 5969 AMOS AVE LAKEWOOD CA 90712 562 480 1463
B980924,B907884,65,KENDRA E LOS 8570 LAKE KNOLL CAVE UNIT GARDEN GROVE CA 92844 714 411 1282
B973835,B907884,65,KENDRA E ENNIS 8570 LAKE KNOLL AVE UNIT AE GARDEN GROVE CALIF 92844 714 411 1282
B961642,B907884,65,KENDRA E 6808 N HALF MOON DR BAKERSFIELD CA E93309 661 880 5333
B939072,B907884,65,KENDRA E ENNIS 523 WEST 1ST ST AZUSA C 91702 626 257 8804
B907884,B907884,65,KENDRA E ENNIS 6808 N HALF MOON DR BAKERSFIELD CA 93309 661 880 5333
B933936,B907884,65,KENDRA E ENNIS 6540 HAYVENHURST AVNUE UNIT 33 VAN NUYS CA 91406 818 861 0681
B907949,B907949,100,JANE R ULLAH 3176 BUZON TURLOCK CA 95381 209 126 2784
B970825,B908781,17,DONALD H 426 MOORELAND ST EL PASO TX 79907 915 501 2234
B987440,B908781,17,DONALD HUNTER 426 MOORLAND ST EL PASO TX 79907 915 501 2234
B987733,B908781,17,DONALD HUNTER 613 CAPITL STRT VALLEJO CA 94590 707 600 2868
B908781,B908781,17,DONALD HUNTER 613 CAPITOL STREET 61 VSALLEJO CA 94590 707 600 2868
B942574,B908781,17,HUNTER 426 MOORELAND ST EL PASO TEXAS 79907 915 501 2234
B958300,B908781,17,DONALD HUNTER 613 CAPITO ST VALLEJO CA 94590 707 600 2868
B912001,B909016,33,EARL M OHRTON 7546 FLA PAZ BLVD BOCA RATON FL 33433 561 707 2688
B970178,B909016,33,EARL M HORTON 1508 SA ANTONIO AV APT MENLAO PARK CALIFORNIA 94025 650 870 4246
B909016,B909016,33,EARL M HORTON 1855 NW 15TEH AVE APT 1602 MIAMI FL 33125 305 286 6024
B909077,B909077,95,EPDRO RAMOS 1637 SHIRLEY DR PLEASANT HILL CALI 94523 925 623 5067
B915031,B909077,95,PEDRO RAMOS 2201 5TH ST APT 25 SANTA MONICA CALIF 90405 310 370 0673
B923300,B909077,95,PEDRO RAOMS 2201 5TH ST APT 205 SAN MONICA CA 90405 310 370 0673
B991588,B909077,95,PEDRO RAMOS 2201 5TH STREET APT 205 SANTA MONICA CALIFORNIA 90405 310 370 0673
B949450,B909221,145,C HERMOSILLO 13739 ORTEGA LN HOUSTON TX 77083 713 528 5257
B977711,B909221,145,DAAN C H 117 WEST POINT LOOPS TX 78963 979 362 5811
B967839,B909221,145,D C HERMOSILLO 3209 W SAN CCARLOS ST TAMPA FLORIDA 33629 813 240 1100
B964518,B909221,145,DANA C HERMOSILLO 13739 ORTEGA LN HOUSTON TX 77083 713 528 5257
B947159,B909221,145,C HERMOSILLO 9648 NATURE TRAIL WAY ELK GROVE CALIF 95757 916 652 6263
B942487,B909221,145,DANA C B 3209 W SAN CARLOS ST TAMPA FLORIDA 33629 813 240 1100
B915884,B909221,145,DANA C HERMOSILLO 293150 BOX LEWISVILLE TEXAS 75029 972 253 3671
B910302,B909221,145,D C HERMOSILLO 3209 W SAN CARLOS ST TAMPA FLA 33629 813 240 1100
B909221,B909221,145,DANA C HERMOSILLO 5580 SW 7TH CT MARGATE FL 33068 954 858 7401
B966610,B909221,145,DANA C HERMOSILLO 117 W POINT LOOP WEST TX 78963 979 362 5811
B943947,B909221,145,C BERLTRAN 5580 SW 7TH CT MARGATE FL 33068 954 858 7401
B957225,B909701,147,CAROLINA M HOCK 21319 ISLAND AVE CARSSON CALIF 90745 562 265 0506
B997172,B909701,147,CAROLINA M HOCK 38154 FREMONT BLVD APT 3 CA 94536 530 858 2606
B993924,B909701,147,CAROLINA M HOCK 38154 FREMONT BOULEVARD APT 3 DCA 94536 530 858 2606
B977650,B909701,147,CAROLINA M HOCK 881605 CALL BOX LOS ANGELES CALIF 90009 818 713 3683
B914359,B909701,147,CAROLINA M HOCK 38154 FREMONT BLVD APT 3 CALIF 94536 530 858 2606
B909701,B909701,147,CAROLINA M STURDEVANT 2241 POST BOX OAKDALE CA 95361 209 824 8445
B981814,B909701,147,CAROLINA M STURDEVANT 21319 ISLAND AVE CARSON CA 90745 562 265 0506
B910231,B910231,184,MARC ERNESTO CHAVEZ 36 GLENBROOK AVE DALY CITY CA 94015 650 688 0357
B962674,B910231,184,MARC ERNESTO CHAVEZ 8740 WEEPIN BIRCH LN EK GROVE CA 95758 916 326 6343
B984105,B910231,184,MARC ERNESTO CHAVEZ 529 W DUARTE RD APT C MONROVIA CALIFORNIA 9116 626 347 1635
B992281,B911287,19,MARK A GONZALES 1900 POST RD APARTMENT 19Y5 MELBOURNE FLORIDA 32935 321 255 7178
B911287,B911287,19,MARK A GONZALES 11494 HUNTINGTON VILLAGE LANE GOLD RIVER CALIF 95670 916 672 3078
B998016,B911287,19,MARK A GONZALES 1900 POST RD APARTMENT 195 MKELBOURNE FLORIDA 32935 321 255 7178
B961161,B911287,19,MARK A GONZAELS 1900 POST RD APT 195 MEBOURNE FL 32935 321 255 7178
B930683,B911287,19,MARK A GONZALES 11494 HUNTINGTZON VILLAGE LANE GOLD RIVER CA 95670 916 672 3078
B931148,B911287,19,MARK A GONZALES 11494 HUNTINGTON VILLAGE LANE GOLD RIVER CA 95670 916 672 3078
B970184,B911718,143,AMPARO A WEICHERT 223 RIKER TERERACE APT 3 SALINAS CA 93901 831 232 4680
B911718,B911718,143,AMPARO A WEICHERT 712 W CYPRESS ST COMZPTON CA 90220 424 115 3271
B931675,B911718,143,AMPARO A WEICHERT 223 RIKER TER APT 3 SALINAS CA 93901 831 232 4680
B960433,B911718,143,AMPARO A WEICHERT 5032 E TYLER AVE FRESNO CA 93727 559 265 0673
B962512,B911718,143,AMPARO A SOLIZ FAJARDO 5032 E TYLER AVE FRESNO CALIFORNIA 93727 559 265 0673
B968605,B911718,144,DARRELL A SOLIZ FAJARDO 369 VEGA RD WATSONVILLE CA 9507H6 831 541 2026
B968119,B911718,144,DARRELL A SOLIZ FAJARDO 4308 RADNOR AVE LAKEWOOD CA 90713 562 332 8551
B966495,B911718,144,DARRELL A SOLIZ FAJARDO 5032 E TYLER AV FRESNO CA 93727 559 265 0673
B937473,B911718,144,DARRELL A SOLIZ FAJARDO 2270 FANTASY LANE SAN YSIDRO CA 92173 619 101 5660
B915823,B911718,144,DARRELL A SOLIZ AFJARDO 5032 E TYLCER AVE FRESNO CA 93727 559 265 0673
B932512,B911718,144,DARRELL A SOLIZ FAJARDO 5032 E TYLER AVE FRESNO CA 93727 559 265 0673
B981118,B911718,144,DARRELL A SOLIZ FAJARDO 4308 RADNORU AVNUE LAKEWOOD CA 90713 562 332 8551
B965817,B911718,144,DRARELL A SOLIZ FAJARDO 4308 RADNORAVE LAKEWOOD CALIF 90713 562 332 8551
B945354,B911729,119,CORNELIA B NORMAN 231 COUNTY ROAD 2801 W MICO TX 78056 830 817 5146
B933782,B911729,119,B NORMNA 231 COUNTY ROAD 2801 W MICO TEXAS 78056 830 817 5146
B968336,B911729,120,SEAN S NORMAN 733 CAPP ST SAN FRANCISCO CALI 94110 415 378 1385
B953181,B911729,120,SEAN S NORMAN 733 CAPP ST SAN FRANCISCO CA 94110 415 378 1385
B911729,B911729,120,SEAN S NORMAN 231 COUNTY ROAD 2801 W MICO TX 78056 830 817 5146
B956292,B911729,120,SENA S NORMAN 231 COUNTY ROAD 2801 PW MICO TX 78056 830 817 5146
B911808,B911808,126,CHRISTINE G BRODIE 881605 POST OFFICE BOX LOS ANGELES CA 90009 818 152 6250
B939097,B911815,149,RONDA S RUTHERFORD 1649 SOUTH HOBART BOULEVARD LOS ANGELES CA 90006 818 667 7181
B959900,B911815,149,RONDA S RUTHERFORD 611 NW 20TH AVE MIAMI FL 33125 305 523 8434
B949840,B911815,149,RONDA S RODRIGUEZ 4821 GRDENBROOK LN ORLANDO FL 32821 407 611 7371
B951557,B911815,149,RONDA S RUTHERFORD 1649 HOBART BLVD LOS ANGELES CALIFORNIA 90006 818 667 7181
B994543,B911815,149,RONDA S RODRIGUEZ 1649 HOBART BLVD LOS ANGELES CALIF 90006 818 667 7181
B924532,B911815,149,RONDA S RUTHERFORD 4821 GARDENBROOK LANE ORLANDO FL 32821 407 611 7371
B911815,B911815,149,RONDA S RUTHERFORD 4821 GARDEMNBROOK LANE ORLANDO FL 32821 407 611 7371
B927227,B911815,149,RONDA S RUTHERFORD 611 NW 20TH AVE MIAMI FL 33125 305 523 8434
B919267,B911815,150,ALXE L RODRIGUEZ 2960 HOMESTEAD RD APT 5 SANTA CLARA CALIFORNIA 95051 408 785 4502
B917958,B911815,150,ALEX L RODRIGUEZ 4821 GARDENBROOK LN ORLANDO FLORIDA 32821 407 611 7371
B952876,B911815,150,ALXE L RODRIGUEZ 4821 GARDENBOOK LN ORLANDO FL 32821 407 611 7371
B974919,B911815,150,ALEX L RODRIGUEZ 4821 GARDENBROOK LN ORLANDO FL 32821 407 611 7371
B943227,B911815,150,ALEX L RODRIGUEZ 3925 MEADOW WOOD DR EL DORADO HILLS CA 95762 916 351 1886
B911907,B911907,141,USSAN L TREZONA 2423 THRASHEWR OAK SAN ANTONIO TEXAS 78232 210 813 6848
B947402,B911907,141,SUSANNAH L TREZONA 1500 TWIN OAKSCT CLEBURNE TX 76033 817 482 1048
B966338,B911907,141,L TREZONA 1500 TWIN OAKS CT CLEBURE TX 76033 817 482 1048
B971669,B911907,141,SUSAN L TREZONA 280034 POST OFFICE HOUSTON TX 77228 713 100 1068
B995670,B911907,141,SUSAN L TREZONA 1500 TWIN OAKS CT CLEBURNE TEXAS 76033 817 482 1048
B932020,B912060,185,MICHELLE G LUND 14210 ARICH ST LITTLE ROCK ARKANSAS 72206 501 836 2507
B950371,B912060,185,MICHELLE G LUND 100 W DAVIS ST APT 3 BLYTHEVILLE AR 72315 870 504 0546
B912060,B912060,185,MICHELLE G LUND 232 POST BOX ATKINS ARKANSAS 72823 479 684 3457
B931839,B912060,185,MICKEY G LUND 100 W DAVS ST PT 3 BLYTHEVILLE CAR 72315 870 504 0546
B912165,B912165,132,JAN UGODNIKOV 7346 24T ST RIO LINDA CALIFORNIA 95673 916 501 4630
B976221,B912303,101,MICHAEL E TORRA 4203 JORNS T HOUSTON TX 77045 713 364 0475
B979427,B912303,101,MITCHELL E TORRA 1394 COUNTY ROAD 2393 WINNSBORO TX 75494 903 638 0420
B967258,B912303,101,MICAHEL E TORRA 2557 ORANGE AVE APT COSTA MESA CA 92627 949 486 1751
B943470,B912303,101,MICHAEL E TORRA 4203 JORNS STREET HOUSTON TX 77045 713 364 0475
B927408,B912303,101,MICHALE E T 2557 ORANGE AVENU APARTMENT COSTA MESA CA 92627 949 486 1751
B912303,B912303,101,MICHAEL E TORRA 4203 JORONS ST HOUSTON TX 77045 713 364 0475
B990015,B912303,101,E TORRA 2557 ORANGE AV APT COSTA MESA CALIFORNIA 92627 949 486 1751
B948493,B912810,11,T A VENTURA 14955 AVENIDA VENUSTO UNIT 3 SAN DIEGO CALI 92128 619 482 7116
B933016,B912810,139,ALYSHA TABALDA 5550 SPRINGHOUSE DR APT 17 PLEASANTON CA 94588 925 338 3361
B986393,B912810,139,ALYSHA GUILLEN 1240 EAST ONTARIO AVN STE 102 185 CORONA CA 92881 909 263 2377
B980535,B912810,139,ALYSHA GUILLEN 5550 SPRINGHOUSE DRV APT 17 PLEASANTON CA 94588 925 338 3361
B963872,B912810,140,A TABLADA 1103 CHAMISE CT HEMET CALIFORNIA M92545 909 482 3415
B961787,B912810,140,RICHARD A TABLADA 5550 SPRINGHOUSE DR APARTMENT 17 PLEASANTON CA94588 925 338 3361
B995607,B912810,140,DICK A T 1103 CHAMISE CT HEMET CA 92545 909 482 3415
B912810,B912810,140,R A TABLADA 26261 LA MORALDA CIR MISSION VIEJO CA 92691 949 770 4160
B958397,B912810,140,RICHARD A TABLAAD 5550 SPRINGHOUSE DR APT 17 PLEASANTON CA 94588 925 338 3361
B953923,B912810,140,RICHARD A TABLADA 5550 SPRINGHOUSE DRV APARTMENT 17 PLEASANTON CALIFORNIA 94588 925 338 3361
B918139,B912810,140,A TABLADA 1103 CHAMISE CT HEMET CA 92545 909 482 3415
B964571,B912810,140,DICK A TABLADA 1240 E ONTARIO AVE STE 102 185 CORONA CALIF 9281 909 263 2377
B913130,B913130,142,RAUL AYLAA 2501 GEROL DR GALVESTON TEXAS 77551 409 727 8136
B913155,B913130,142,RAUL AYALA 679 HILLTO DR APARTMENT 54 REDDING CA 96003 415 481 8832
B920852,B913130,142,RAUL AYALA 679 HILLTOP DR APARTMENT 54 REDDING CA 96003 415 481 8832
B953999,B913130,142,RAUL AYAAL 1004 CALLER WESTMINSTER CA 92684 714 777 7802
B970495,B913130,142,RAUL AYALA 1985 APARTADO AMARILLOTX 79105 806 121 8584
B913255,B913255,109,JENEIDA A BAILEY 5998 WINDBREAKER WY SACRAMENTO CA 95823 916 117 2013
B947867,B913255,109,J A GBAILEY 5998 WINDBREAKER WA SACRAMENTO CA 95823 916 117 2013
B953945,B913255,109,JENEIDA A BAILEY 5998 WINDBREAKER WAY SACRAMENTO CALIFORNIA 95823 916 117 2013
B959553,B913662,153,TERESA GUILLEN 746 AVENIDA MAJORCA UNIT P LAGUNA WOODS CALI 92637 949 336 2326
B913662,B913662,153,TEREAS GUILLEN 6418 AMBROSIA DR APARTMENT 5411 SAN DIEGO FLA 92124 619 335 4181
B995828,B913662,153,TERESA GUILLEN 1306 GOLDENOAK WAY STOCKTON CA 95209 209 661 5576
B988384,B913662,153,TERESA N 7632 AMBROSE WAY SACRAMENTO CA 95831 916 784 7170
B932718,B913662,153,TERESA GUILLEN 7632 AMMBROSE WAY SACRAMENTO CA 95831 916 784 7170
B945274,B913662,153,BESSIE GUILLEN 746 AVENIDA MAJORCA UNIT P LAGUNA WOODS CA 92637 949 336 2326
B986662,B913662,153,TERESA GUILLEN 7632 AMBROSE WY SACRAMENTO CA 95831 916 784 7170
B991613,B913662,154,ARTURO N NIEVES 7632 ABROSE WAY SACRAMENTO CALIFORNIA 95831 916 784 7170
B962344,B913662,154,ARTURO N INEVES 6418 AMYBROSIA DR APARTMENT 5411 SAN DIEGO CA 92124 619 335 4181
B955249,B913662,154,ARTURO N NIEVES 7232 CARICT CORONA CALIFORNIA 92880 909 804 7075
B945296,B913662,154,ARTURO N NIEVES 6418 AMBROSIA DRIV APT 5411 SAN DIEGO CA 92124 619 335 4181
B941238,B913662,154,ARTURO N NIEVES 7632 AMBROSE WAY SACRAMENTO CA 95831 916 784 7170
B917805,B913662,154,ARTURO N NIEVES 484 LEVEE RD BAY POINT CA 94565 925 130 2531
B942200,B913662,154,ARTURO N NEIVES 6418 AMBROIA DR APT 5411 SAN DIEGO CALI 92124 619 335 4181
B913984,B913984,34,SALVADOR J C 1716 BROADMOORE ST LIVERMORE CA 94551 925 483 3333
B924362,B913984,34,SLAVADOR J CAPPS 732 BOX LAKE FOREST CA 92609 949 144 1561
B997645,B913984,34,SALVADOR J CAPPS 1716 BROADMOOR STR LIVERMRE CA 94551 925 483 3333
B943136,B914158,45,DONNA D HOCK 430115 POST OFFICE MIAMI FL 33243 305 257 3421
B987766,B914158,45,DONNA D HOCK 817432 BOX HOLLYWOOD FLA 33081 954 115 2545
B996951,B914158,156,DAVID N OJHNSON 18930 SW 89TH CT CUTLER BAY FL 33157 386 751 3601
B914158,B914158,156,DAVID N JOHNSON 18930 SW 89TH CT CUTLER BAY FLA 33157 386 751 3601
B932450,B914158,156,DAVID N JOHNSON 18930 SW 89TH COURT CUTLER BAY FLA 33157 386 751 3601
B967152,B914158,156,DAVID N JOHNSON 430115 BUZON MIAMI FL 33243 305 120 7875
B914456,B914456,30,CELIA B OSORIO 1807 SCOTTSDALE DR ARLINGTON TEXAS 76018 817 678 5436
B917590,B914456,30,CELIA B OSORIO 1807 SCOTTSDALE DR ARLINGTON TX 76018 817 678 5436
B998090,B914958,30,CECILIA C BAPTISTE 955 DTTEREL RD APT 230P6 DELRAY BEACH FLA 33444 561 672 1323
B916413,B914958,30,CECILIA C OSORIO 955 DOTTEREL RD APT 2306 DELRAY BEACH FL 33444 561 672 1323
B921663,B914958,30,CECILIA C OSORIO 6625 17TH STREET S SAINT PETERSBURG FLA 33712 727 676 8123
B939016,B914958,30,CECILIA C OSORIO 955 DOTTEREL RD APT 2F306 DELRAY BEACH F 33444 561 672 1323
B995353,B914958,31,RALPH BAPTISTE 12614 ARROWHEAD CIR LAREDO TX 78045 956 572 2473
B979855,B914958,31,RALPH BAPTISTE 12614 ARROWHEAD CIR LAREDO TEXAS 78045 956 572 2473
B960068,B914958,31,RALPH BAPTISTE 955 DOTTEREL RD APARTMENT 2306 DELRAY BEACH FL 3P3444 561 672 1323
B930624,B914958,31,RALPH BAPTISTE 955 DOTTEREL RD APT 2306 DELRAY BEACH FLA 33444 561 672 1323
B928471,B914958,31,RALPH BAPTISTE 400 VALENCIA DR APT 1331 MAUMELLE AR 72113 501 745 5175
B914958,B914958,31,RALPH BAPTISTE 400 VALENCIA DR APT 1331 MAUMELLE ARKANSAS 72113 501 745 5175
B940404,B914958,31,RALPH BAPTISTE 2265 APARTADO CUMATILLA FL 32784 352 144 4463
B998586,B914958,31,RALPH BAPTISTE 400 VALENCIA DRIVE APARTMENT 1331 MAUMELLE ARK 72113 501 745 5175
B935065,B915161,121,DANA A TOMBERLNI 2006 15TH ST SW WINTER HAVEN FLORIDA 33880 863 842 7480
B998192,B915161,121,DANA A TOMBERLIN 2006 15TH STR SW WINTER HAVEN FLORIDA 33880 863 842 7480
B915161,B915161,121,DEAN A PALMER 2006 15TH STR SOUTWEST WINTER HAVEN FLA 3880 863 842 7480
B916251,B915161,121,DANA A PALMER 245 BUTTONWOOD AVE WINTER SPRINGS FL 32708 407 251 6021
B981198,B915161,121,A TOMBERLIN 245 BUTTONWODOD AVENU WINTER SPRINGS FA 32708 407 251 6021
B971500,B915161,122,D A TOMBERLIN 245 BUTTONWOOD AVE WINTER SPRINGS FL 32708 407 251 6021
B954987,B915161,122,DANIEL A TOMBERLIN 1331 GRFANITE SPRINGS DR ECHULA VISTA CALI 91915 619 408 2583
B952359,B915161,122,A TOMBERLIN 2006 15TH ST SW WINTER HAVEN FL 33880 863 842 7480
B938235,B915161,122,DAN A TOMBERLIN 2006 15TH STREET SW WINTER HAVEN FZL 33880 863 842 7480
B920054,B915161,122,DAN A TOMBERLIN 1331 GRANITE SPRINGS DR CHULA VISTA CA 91915 619 408 2583
B939797,B915161,122,DANILE A TOMBERLIN 2135 LYNX PL LOXAHATCHEE FLA 33470 561 518 2738
B915370,B915370,165,NANCY GARCAI 9450 ALIGOT PL ELK GROVE CA 95624 916 573 5322
B987586,B915370,165,NANCY MOJICA 125 ASUSENAW DRIV PALMDALE CA 935H50 661 450 3604
B916030,B915370,165,ANN GARCIA 125 ASUSENA DRIVE PALMALE CALIF 93550 661 450 3604
B928614,B915370,165,NANCY GARCIA 125 ASUSENA DR PALMDALE CA 93550 661 450 3604
B957104,B915370,166,IAN A GARCIA 5430 KNOTTY PINE WAY SACRAMENTO CA 95835 916 614 3306
B978855,B915370,166,IAN A GARCIA 9450 ALIGOTE PL EL GROVE CALIF 95624 916 573 5322
B915379,B915379,23,DANA M WAR 2747 COUNTY ROAD 425 JONESBORO AR 72404 870 644 8000
B946765,B915379,23,DANNY M AWR 2747 COUNTY ROAD 425 JONESBORO ARK 72404 870 644 8000
B985280,B915379,23,ADNIEL M WAR 201 GLILEO LN PERRIS CA 92571 909 672 8186
B998125,B915379,23,DANIEL M WAR 6825 HENDGRY DR LAKE WORTH FL 33463E 561 362 3722
B915586,B915586,185,M LUND 1162 OFFICE BOX PORT ORANGE FL 3129 386 158 5011
B927951,B916033,167,JANICE PHAM 832 OETHEL PL NATIONAL CITY CA 91950 619 706 2681
B932030,B916033,167,JANICE GIES 12499 FOLSOCM BOUL APT 107 RANCHO CORDOVA CA 95742 916 876 5408
B923768,B916033,167,JANICE PHAM 832 ETHEL PL NATAIONAL CITY CA 91950 619 706 2681
B916033,B916033,167,JANICE PHAM 12499 FOLSOM BLVD APARTMENT 107 RANCHO CORDOVA CALIFORNIA 95742 916 876 5408
B970888,B916033,167,JANICE PHAM 12499 FOTLSOM BOULEVARD APT 107 RANCHO CORDOVA CA 95742 916 876 5408
B921608,B916033,167,JANICE PHAM 1011 E LAUREL DR APARTMENT F SALINAS CALIFORNIA 93905 831 208 6836
B916729,B916033,168,D LAMAR GILES 12499 FOLSOM BLVD APARTMNT 107 RANCHO CORDOVA CALIFORNIA 95742 916 876 5408
B992393,B916273,32,BELEN LEWIS 1577 POMEROY AVE APT 303 SANTA CLARA CA 9551 408 210 3420
B916273,B916273,32,BELEN LEWIS 1577 POMEROY AVE APT 303 SANTA CLARA CALIF 95051 408 210 3420
B917998,B916273,32,BELEN LEWIS 4574 N HAZEL AVE FRESNO CA 93722 559 828 7211
B983097,B916273,32,BELEN HORTON 1577 POMEROY AVE APT 3K03 SANTA CLARA CALIF 95051 408 210 3420
B916280,B916280,123,GEYSA C UMRPHY 1744 HANNAH CRCLE SIMI VALLEY CALI 93063 805 646 8575
B920018,B916280,123,GEYAS C MURPHY 9031 POST OFFICE BOX SANTA MMARIA CALIF 93456 805 286 0655
B917608,B917608,47,WYNNETH E GOODWNI 5765 BOX TITUSVILLE FL 32783 407 416 8414
B941732,B917608,47,WYNNETH E GOODWIN 5765 POST OFFICE TITUSVILLE FL 32783 407 888 4630
B956251,B917608,152,AMLIA M SANTOS 1022 REAMS STREET LONGWOOD FL 32750 407 276 0472
B965239,B917608,152,MALIA M SANTOS 6833 LAKESIDE CIR N DAVIE FL 3314 954 787 1466
B967572,B917608,152,MALIA M SANTOS 1022 RREAMS STR LONGWOOD FL 32750 407 276 0472
B983627,B917608,152,MALIA M SANTOS 1022 REAMS STREET LONGWOOD FL 32750 407 276 0472
B942952,B917608,152,MALIA M SANTOS 6833 LAKESIDE CIRCLE N DAVIE FLORIDA 33314 954 787 1466
B938528,B917608,152,MALIA M SANTOS 5765 APARTADO TITUSVILLE FL 32783 407 675 6103
B922779,B917608,152,MALIA M SANTOS 880235 BOX BOCA RATON FL 33488 561 210 2322
B946622,B917608,152,MALIA M SANTOS 5049 SE PRIMROSE WAY STUARTFL 34997 772 653 6633
B982237,B917608,152,M SANTOS 6833 LAKESIDE CIR N DAVIE FL 33314 954 787 1466
B937100,B917815,77,PETER L WOOLDRIDGE 3417 N MIDLAND DRIVE APT 2810 TX 79707 915 284 2365
B997592,B917815,77,PATRICK L WOOLDRIDGE 1837 SOUTHPAR DRIVE ARLINGTON TX 76013 817 442 4151
B994931,B917815,77,PETER L WOOLDRIDGE 3417 N MIDLAND DR APARTMENT K2810 TX 79707 915 284 2365
B956229,B917815,77,EPTER L WOOLDRIDGE 1837 SOUTHPARK DRIVE ARLINGTON TEXAS 76013 817 442 4151
B925916,B917815,77,PETER L WOOLDRIDGE 3602 ROLLING GREEN DR APT 117 ABILENE TX 79606 915 730 8303
B925279,B917815,77,PETRE L WOOLDRIDGE 1837 SOUTHPARK DR ARLINGTON TX G76013 817 442 4151
B917815,B917815,77,PATRICK L WOOLDRIDGE 19315 MONTCLAIR MEADOW N KATY TX 77449 281 602 2727
B958542,B917815,77,PATRICK L WOOLDRIDGE 3417 N MIDLAND DR APARTMENT 281H0 TX 79707 915 284 2365
B942960,B918243,151,D JESUS 1624 ENEWGROVE STRT LANCASTER CALIF 93535 661 226 7804
B991220,B918243,151,JACCI D JESUS 1624 E NEWGROVE ST LANCASTER CA 93535 661 226 7804
B973570,B918243,151,JACCI D JESUS 2747 MINFORD ST LANCASTER CALI 93536 661 100 4553
B997037,B918243,151,JACIC D EJSUS 3218 MAY RD ORICHMOND CALIFORNIA 94803 530 788 4144
B970237,B918243,151,JACCI D JESUS 2379 CONCORD AVNUE POMONA CALIFORNIA 91768 909 231 0881
B957472,B918243,151,JACCI D JESUS 3218 MA RD RICHMOND CA 94803 530 788 4144
B947147,B918243,151,JACCI D JESUS 2379 CONCORD AVE POMONA CA 91768 909 231 0881
B933456,B918243,151,JACCI D JESUS 1624 EAST NEWGROVE STREET LANCASTER CALI 93535 661 226 7804
B918243,B918243,151,JACCI D JESUS 3218 MAY RD RICHMOND CA 94803 530 788 4144
B950816,B918243,151,JACCI D JESUS 2747 MINFORD ST LANCASTER CALIF 93536 661 100 4553
B918340,B918340,46,JULIAN C TARCY 681 W RETNETTE AVE EL CAJON CA 92020 619 226 2128
B932113,B918340,46,JULIAN C TRACY 15313 MAUNA LOS STREET HESPERIA CA 92345 760 173 7706
B918475,B918475,56,HNAEEF M RIVERA 9914 BUENA VISTA AVE SATEE CALI 92071 858 507 8254
B920246,B918475,56,HAENEF M RIVERA 280911 BUZON SAN FRANCISCO CALIFORNIA 94128 415 104 1118
B971645,B918475,56,HANEEF M RIVERA 9914 BUENA VISTA AVENUE SANTEE CA 92071 858 507 8254
B992183,B918475,56,HANEEF M RIVERA 9914 BUENA VISTA AV SANTEE CA 92071 858 507 8254
B988762,B918610,71,FELICITA Y KIMEI 3924 KANSAS RD GURDON AGR 71743 870 228 8746
B955197,B918610,71,Y KIMEI 5885 POST BOX BUENA PARK CA 90622 714 673 8224
B997440,B918610,71,FELICITA Y KIMEI 8721 GREENBACK LN APT H50 ORANGEVALE CA 95662 916 280 3131
B957327,B918610,71,FELICITA Y KIMEI 11404 NARANCA AVE EL CAJON CALIF 92021 619 561 7637
B921974,B918610,71,FELICITA Y KIMEI 8721 GREENBXACK LANE APT 5E0 ORANGEVALE CALIFORNIA 95662 916 280 3131
B930011,B918610,72,STEVEN BIZHKO 3924 KANSAS RD GURDON ARKAN 71743 870 228 8746
B946293,B918610,72,STEVEN BIZHKO 2564 CALLER VALRICO FL33595 813 850 1570
B918610,B918610,72,STEEVN BIZHKO 3924 KANSAS RD GURDON AR 71743 870 228 8746
B978523,B919110,131,CHARLES A GLASS 26467 TRANCAS COURT SUN CITY CA 92586 909 231 5077
B984769,B919110,131,CHARLSE A GLASS 399 CASCADE CJIRCULO SPRINGDALE AR 72764 479 748 2734
